phoneId,phoneNumber,network
"8414","07700 020306","Orange"
"8445","07700 963493","O2"
"8471","07700 332640","T-Mobile"
"8508","07700 424471","T-Mobile"
"8527","07700 377963","Vodafone"
"8539","07700 297655","O2"
"8541","07700 248933","Orange"
"8572","07700 129340","T-Mobile"
"8591","07700 077593","O2"
"8654","07700 108089","Orange"
"8724","07700 599595","O2"
"8729","07700 568533","Orange"
"8798","07700 072967","T-Mobile"
"8801","07700 819900","T-Mobile"
"8813","07700 675382","Vodafone"
"8825","07700 758984","Three"
"8832","07700 557741","T-Mobile"
"8844","07700 163159","T-Mobile"
"8851","07700 014879","T-Mobile"
"8919","07700 606791","Three"
"8926","07700 223633","Three"
"8933","07700 621992","Three"
"8952","07700 498634","Vodafone"
"8969","07700 759342","T-Mobile"
"8983","07700 432575","Orange"
"8995","07700 362882","T-Mobile"
"9001","07700 010997","Three"
"9025","07700 615849","Orange"
"9063","07700 500924","O2"
"9087","07700 840637","O2"
"9094","07700 636093","Three"
"9099","07700 313926","Three"
"9114","07700 561624","O2"
"9121","07700 191501","Three"
"9176","07700 212131","O2"
"9183","07700 857615","O2"
"9195","07700 713118","Vodafone"
"9215","07700 331438","T-Mobile"
"9234","07700 286390","O2"
"9241","07700 983368","T-Mobile"
"9291","07700 542473","Orange"
"9296","07700 455680","T-Mobile"
"9304","07700 503383","Vodafone"
"9361","07700 107466","Orange"
"9397","07700 911507","T-Mobile"
"9417","07700 021933","Orange"
"9429","07700 153001","T-Mobile"
"9436","07700 944488","Three"
"9455","07700 148570","Orange"
"9474","07700 042814","Three"
"9479","07700 406711","Vodafone"
"9513","07700 879151","Three"
"9537","07700 784011","O2"
"9549","07700 502056","Vodafone"
"9570","07700 259507","Vodafone"
"9582","07700 500644","T-Mobile"
"9587","07700 510434","T-Mobile"
"9602","07700 132922","T-Mobile"
"9607","07700 592901","Three"
"9619","07700 733740","Vodafone"
"9638","07700 634854","Orange"
"9652","07700 611757","O2"
"9664","07700 300159","Vodafone"
"9676","07700 224772","Three"
"9695","07700 622337","O2"
"9703","07700 089942","O2"
"9722","07700 454281","T-Mobile"
"9727","07700 412433","O2"
"9739","07700 288307","Orange"
"9753","07700 955984","T-Mobile"
"9765","07700 421031","Orange"
"9772","07700 317480","O2"
"9791","07700 457194","Orange"
"9811","07700 456148","O2"
"9835","07700 033445","Three"
"9892","07700 297494","Vodafone"
"9905","07700 825933","T-Mobile"
"10049","07700 367559","Vodafone"
"10063","07700 980266","O2"
"10070","07700 856002","Orange"
"10087","07700 452169","T-Mobile"
"10152","07700 154898","Orange"
"10188","07700 483755","Vodafone"
"10265","07700 370245","Vodafone"
"10330","07700 268602","Vodafone"
"10378","07700 356067","Three"
"10392","07700 742618","Three"
"10412","07700 079389","Vodafone"
"10479","07700 891434","Vodafone"
"10525","07700 995428","Orange"
"10621","07700 038741","Orange"
"10703","07700 434680","Three"
"10715","07700 933028","O2"
"10727","07700 807004","Orange"
"10734","07700 615585","Three"
"10739","07700 451373","Orange"
"10784","07700 506579","T-Mobile"
"10804","07700 485640","Orange"
"10897","07700 070227","T-Mobile"
"10993","07700 908958","Orange"
"11030","07700 742680","O2"
"11117","07700 213884","Orange"
"11136","07700 127230","T-Mobile"
"11162","07700 346147","Vodafone"
"11299","07700 951050","Vodafone"
"11352","07700 282726","Orange"
"11434","07700 906683","Three"
"11441","07700 618489","Orange"
"11460","07700 453917","T-Mobile"
"11472","07700 258237","T-Mobile"
"11509","07700 504797","Vodafone"
"11720","07700 623048","Three"
"11821","07700 966814","T-Mobile"
"2238","07700 112816","Orange"
"2240","07700 066479","T-Mobile"
"2269","07700 719374","Vodafone"
"2276","07700 664490","O2"
"2288","07700 258010","Three"
"2290","07700 713537","Orange"
"2295","07700 839596","O2"
"2339","07700 645532","Orange"
"2341","07700 468536","Three"
"2346","07700 247939","O2"
"2358","07700 694633","Vodafone"
"147246","07700 452158","Vodafone"
"147354","07700 422642","Vodafone"
"147380","07700 154428","O2"
"147412","07700 197779","Vodafone"
"147450","07700 418611","Three"
"147462","07700 742668","Orange"
"147537","07700 459356","O2"
"147633","07700 012529","O2"
"147638","07700 441614","Orange"
"147664","07700 298325","Three"
"147722","07700 590480","Vodafone"
"147854","07700 413594","Vodafone"
"147866","07700 750606","Vodafone"
"147936","07700 757942","Vodafone"
"148035","07700 182400","Orange"
"148078","07700 503807","Orange"
"148129","07700 935933","O2"
"148150","07700 657217","Orange"
"148179","07700 624118","O2"
"148249","07700 728356","T-Mobile"
"148275","07700 422271","Orange"
"148282","07700 004095","Vodafone"
"148319","07700 938231","T-Mobile"
"148321","07700 293687","Three"
"148511","07700 867781","O2"
"148528","07700 533751","Three"
"148580","07700 958133","Vodafone"
"148648","07700 069229","Three"
"148706","07700 760624","O2"
"148756","07700 451025","Vodafone"
"148802","07700 070455","Orange"
"148819","07700 369655","Three"
"148852","07700 406390","Vodafone"
"148946","07700 878464","T-Mobile"
"149002","07700 177634","Orange"
"149019","07700 058636","T-Mobile"
"149057","07700 377980","Three"
"149064","07700 018827","O2"
"149122","07700 910213","Vodafone"
"149177","07700 873294","Three"
"149196","07700 891890","Three"
"149204","07700 294472","Three"
"149216","07700 802543","Orange"
"149242","07700 898889","Three"
"149261","07700 906215","Three"
"149324","07700 270844","T-Mobile"
"149367","07700 763594","T-Mobile"
"149418","07700 291394","Orange"
"149507","07700 016371","Three"
"149526","07700 475358","Vodafone"
"149545","07700 005599","Orange"
"149641","07700 242298","Orange"
"149660","07700 003843","Vodafone"
"149689","07700 755426","T-Mobile"
"149709","07700 824971","Three"
"149754","07700 591628","Three"
"149874","07700 859581","Orange"
"149879","07700 568430","Three"
"149918","07700 518641","Orange"
"149920","07700 351725","O2"
"149925","07700 343261","Three"
"149937","07700 632649","T-Mobile"
"149951","07700 334436","Orange"
"150016","07700 672850","T-Mobile"
"150059","07700 017384","O2"
"150078","07700 217266","Orange"
"150117","07700 720432","T-Mobile"
"150150","07700 883214","O2"
"150251","07700 358238","Vodafone"
"150270","07700 928470","T-Mobile"
"150321","07700 362131","Orange"
"150338","07700 482302","Vodafone"
"150340","07700 936414","Three"
"150395","07700 718246","Vodafone"
"150410","07700 398472","Orange"
"150422","07700 318035","O2"
"150458","07700 463866","Three"
"150489","07700 633916","T-Mobile"
"150523","07700 502746","Three"
"150566","07700 574841","Orange"
"150573","07700 565225","Vodafone"
"150650","07700 293384","Three"
"150698","07700 051084","Three"
"150718","07700 145870","O2"
"150751","07700 112680","Vodafone"
"150756","07700 330303","Orange"
"150775","07700 093298","Vodafone"
"150782","07700 841452","Vodafone"
"150814","07700 563790","Orange"
"150838","07700 855834","Vodafone"
"150871","07700 122225","Vodafone"
"150895","07700 133044","Three"
"150922","07700 958313","O2"
"150941","07700 534272","Three"
"151007","07700 028557","Three"
"151040","07700 327555","O2"
"151057","07700 594395","O2"
"151069","07700 188098","Three"
"151083","07700 180768","T-Mobile"
"151088","07700 140667","Orange"
"151090","07700 588749","T-Mobile"
"151110","07700 692655","O2"
"151141","07700 729006","Three"
"151146","07700 526909","Three"
"151160","07700 141303","Orange"
"151172","07700 186708","T-Mobile"
"151189","07700 906976","Vodafone"
"151235","07700 368031","O2"
"151312","07700 162571","Three"
"151336","07700 012845","O2"
"151386","07700 148539","Vodafone"
"151393","07700 186754","Three"
"151413","07700 181111","Vodafone"
"151437","07700 085575","Vodafone"
"151482","07700 489925","Three"
"151514","07700 604804","Three"
"151521","07700 835440","Three"
"151526","07700 693014","Three"
"151610","07700 315866","Vodafone"
"151627","07700 513132","O2"
"151653","07700 533265","Three"
"151658","07700 936950","Orange"
"151704","07700 494760","Orange"
"151709","07700 722949","Vodafone"
"151728","07700 781605","Orange"
"151730","07700 613781","O2"
"151761","07700 691396","O2"
"151778","07700 957162","O2"
"151862","07700 774598","Three"
"151881","07700 229994","Vodafone"
"151913","07700 921370","T-Mobile"
"151918","07700 988633","O2"
"151937","07700 359883","Three"
"151970","07700 107910","T-Mobile"
"152005","07700 612155","Three"
"152017","07700 595731","Orange"
"152024","07700 347699","T-Mobile"
"152029","07700 835494","Vodafone"
"598","07700 834028","Three"
"618","07700 481471","Orange"
"644","07700 860072","T-Mobile"
"670","07700 316229","O2"
"682","07700 813479","T-Mobile"
"702","07700 300029","Orange"
"815","07700 391493","Three"
"858","07700 459524","Three"
"923","07700 525177","O2"
"942","07700 020624","Three"
"966","07700 594999","Three"
"978","07700 785910","T-Mobile"
"992","07700 526573","O2"
"1004","07700 223906","Orange"
"1028","07700 943681","Three"
"1066","07700 144018","Orange"
"1080","07700 501248","Three"
"1117","07700 065127","O2"
"1143","07700 418470","Vodafone"
"1148","07700 917533","Vodafone"
"1150","07700 783590","Three"
"1162","07700 591461","Three"
"1167","07700 721618","Vodafone"
"1179","07700 394191","Three"
"1201","07700 923684","Orange"
"1237","07700 768094","Vodafone"
"1256","07700 862635","Vodafone"
"1275","07700 654031","Three"
"1369","07700 707405","Three"
"1434","07700 338852","O2"
"1496","07700 721943","Three"
"1511","07700 528217","Orange"
"1578","07700 047553","Orange"
"1605","07700 115324","Vodafone"
"1617","07700 339452","Vodafone"
"1629","07700 439977","O2"
"1674","07700 648717","Vodafone"
"1693","07700 668534","Vodafone"
"1706","07700 910171","Three"
"1744","07700 026059","Vodafone"
"1749","07700 189523","T-Mobile"
"1768","07700 112153","T-Mobile"
"1782","07700 787518","O2"
"1857","07700 836121","Three"
"1871","07700 744960","Orange"
"1876","07700 646414","O2"
"1895","07700 852558","Vodafone"
"1965","07700 788776","O2"
"1977","07700 699953","Three"
"1996","07700 319432","T-Mobile"
"2040","07700 687599","Vodafone"
"2064","07700 759358","Orange"
"2090","07700 012500","O2"
"2103","07700 612624","O2"
"2108","07700 048938","Orange"
"2110","07700 972845","Vodafone"
"2158","07700 464505","T-Mobile"
"2160","07700 872141","Three"
"2165","07700 840130","Orange"
"2184","07700 380280","O2"
"2230","07700 919639","Vodafone"
"2266","07700 361511","Vodafone"
"2285","07700 888460","Three"
"2297","07700 794151","Vodafone"
"2300","07700 338138","Three"
"2312","07700 008957","O2"
"2317","07700 027198","T-Mobile"
"2331","07700 517866","Three"
"2362","07700 287436","O2"
"2374","07700 598006","Three"
"2381","07700 321126","T-Mobile"
"2449","07700 061295","O2"
"2451","07700 715078","Vodafone"
"2463","07700 039495","O2"
"2468","07700 652714","Orange"
"2482","07700 798886","T-Mobile"
"2487","07700 835734","O2"
"2494","07700 564164","O2"
"2502","07700 600446","Vodafone"
"2514","07700 544981","T-Mobile"
"2519","07700 653343","Orange"
"2583","07700 363707","T-Mobile"
"2608","07700 570698","T-Mobile"
"2615","07700 488553","Three"
"2646","07700 886325","Vodafone"
"2672","07700 939502","Vodafone"
"2677","07700 158675","Orange"
"2742","07700 376229","Vodafone"
"2766","07700 889812","Three"
"2800","07700 668160","O2"
"2824","07700 764287","T-Mobile"
"2831","07700 092364","Vodafone"
"2848","07700 254508","O2"
"2855","07700 874275","Three"
"2898","07700 502946","Orange"
"2901","07700 475853","Three"
"2937","07700 860697","T-Mobile"
"2949","07700 679145","Three"
"2975","07700 274676","Vodafone"
"2987","07700 893093","O2"
"3000","07700 102922","Vodafone"
"3005","07700 095368","T-Mobile"
"3012","07700 375487","Three"
"3086","07700 304508","Vodafone"
"3144","07700 658036","Vodafone"
"3168","07700 842425","Three"
"3175","07700 682820","Vodafone"
"3199","07700 373274","T-Mobile"
"3207","07700 387929","O2"
"3226","07700 626994","Orange"
"3238","07700 324564","O2"
"3245","07700 260778","Three"
"3269","07700 691784","Orange"
"3271","07700 020272","T-Mobile"
"3288","07700 362450","Vodafone"
"3290","07700 675450","Vodafone"
"3295","07700 411072","Vodafone"
"3308","07700 768781","Orange"
"3310","07700 258563","T-Mobile"
"3315","07700 486286","Three"
"3327","07700 804676","Vodafone"
"3334","07700 311369","O2"
"3339","07700 397914","Vodafone"
"3346","07700 795438","Orange"
"3358","07700 224627","Vodafone"
"3360","07700 748012","O2"
"3365","07700 456208","T-Mobile"
"3389","07700 880335","Three"
"3411","07700 318834","Three"
"3430","07700 618469","Orange"
"3435","07700 236728","O2"
"3447","07700 693546","Orange"
"3454","07700 307664","Orange"
"3461","07700 597306","O2"
"3473","07700 034511","Three"
"3485","07700 186594","Orange"
"3492","07700 784918","Three"
"3497","07700 328889","Three"
"3529","07700 794224","O2"
"3536","07700 974932","Orange"
"3543","07700 842664","O2"
"3555","07700 610986","T-Mobile"
"3579","07700 073140","Three"
"3586","07700 927371","O2"
"3598","07700 160435","Vodafone"
"3601","07700 823303","Vodafone"
"3606","07700 066889","Orange"
"3613","07700 615873","O2"
"3637","07700 969346","O2"
"3656","07700 190472","T-Mobile"
"3670","07700 740593","O2"
"3675","07700 289380","O2"
"3687","07700 101029","Three"
"3699","07700 715779","O2"
"3721","07700 959821","T-Mobile"
"3733","07700 514087","Three"
"3745","07700 419853","T-Mobile"
"3757","07700 316723","Vodafone"
"3769","07700 150482","Orange"
"3776","07700 628120","Orange"
"3783","07700 274995","Vodafone"
"3788","07700 212803","Orange"
"3790","07700 358065","T-Mobile"
"3795","07700 679734","Orange"
"3808","07700 592366","Three"
"3810","07700 810866","T-Mobile"
"3822","07700 274752","Orange"
"3839","07700 812708","O2"
"3841","07700 425675","Three"
"3872","07700 315969","Vodafone"
"3896","07700 573425","O2"
"3904","07700 518463","Three"
"3909","07700 477192","Three"
"3911","07700 990106","Three"
"3928","07700 036015","Three"
"3935","07700 384722","Three"
"3947","07700 744722","O2"
"3959","07700 939019","O2"
"3980","07700 186508","Orange"
"4003","07700 782064","Vodafone"
"4022","07700 937927","Three"
"4027","07700 081050","T-Mobile"
"4039","07700 695582","Orange"
"4041","07700 942145","Three"
"4058","07700 462521","T-Mobile"
"4077","07700 896837","Three"
"4116","07700 366281","Orange"
"4130","07700 565067","O2"
"4135","07700 491594","Orange"
"4142","07700 022220","Orange"
"4147","07700 636837","O2"
"4159","07700 335152","Three"
"4161","07700 885872","O2"
"4173","07700 970443","O2"
"4178","07700 405774","Three"
"4185","07700 175454","Three"
"4197","07700 052193","Three"
"4200","07700 211609","Orange"
"4217","07700 481218","Orange"
"4224","07700 130063","O2"
"4248","07700 364002","O2"
"4262","07700 288360","T-Mobile"
"4313","07700 655251","T-Mobile"
"4332","07700 565156","O2"
"4356","07700 245633","T-Mobile"
"4370","07700 302713","O2"
"4382","07700 232828","T-Mobile"
"4399","07700 586503","Three"
"4414","07700 043418","Three"
"4421","07700 770216","Three"
"4438","07700 972809","Three"
"4440","07700 901584","Orange"
"4457","07700 527952","Orange"
"4464","07700 461556","Vodafone"
"4483","07700 180858","T-Mobile"
"4503","07700 764102","O2"
"4508","07700 562704","Orange"
"4510","07700 135696","Orange"
"4515","07700 899562","Three"
"4527","07700 598995","T-Mobile"
"4539","07700 344544","Orange"
"4558","07700 707976","T-Mobile"
"4572","07700 301832","T-Mobile"
"4591","07700 525002","Orange"
"4596","07700 854104","Vodafone"
"4609","07700 782467","O2"
"4628","07700 171743","T-Mobile"
"4630","07700 031510","Orange"
"4654","07700 215067","O2"
"4673","07700 512445","Vodafone"
"4678","07700 122235","Three"
"4692","07700 780761","Orange"
"4705","07700 353975","T-Mobile"
"4731","07700 041222","Vodafone"
"4743","07700 000433","O2"
"4748","07700 599781","Vodafone"
"4755","07700 191865","Orange"
"4767","07700 200783","O2"
"4774","07700 849783","Three"
"4798","07700 040644","T-Mobile"
"4801","07700 483639","Three"
"4825","07700 530791","Orange"
"4844","07700 548423","Three"
"4849","07700 039300","O2"
"4851","07700 577825","T-Mobile"
"4875","07700 278758","Orange"
"4882","07700 507463","Orange"
"4899","07700 994262","Orange"
"4907","07700 890970","Three"
"4914","07700 457427","T-Mobile"
"4940","07700 528407","Vodafone"
"4952","07700 116160","Vodafone"
"4969","07700 364660","Three"
"4988","07700 367938","O2"
"4990","07700 015495","T-Mobile"
"5001","07700 828121","O2"
"5013","07700 290277","T-Mobile"
"5018","07700 730347","Three"
"5020","07700 799985","T-Mobile"
"5025","07700 788582","Orange"
"5056","07700 686680","O2"
"25398","07700 014638","Orange"
"25406","07700 229822","Three"
"25475","07700 758889","Three"
"25487","07700 810472","O2"
"25533","07700 392475","O2"
"25540","07700 659560","O2"
"25564","07700 926787","Three"
"25595","07700 657941","Three"
"25615","07700 777236","Vodafone"
"25709","07700 371813","Three"
"25817","07700 041607","T-Mobile"
"25824","07700 471237","T-Mobile"
"25836","07700 927535","Orange"
"25850","07700 140796","Orange"
"25886","07700 628346","Vodafone"
"71520","07700 595051","Three"
"71587","07700 767070","Orange"
"71621","07700 795380","O2"
"71746","07700 613808","O2"
"71765","07700 297509","Orange"
"71804","07700 360413","O2"
