bankcardId,cardNumber,sortCode,bankAccountId,accountNumber,bank
"61215","4366266435455945","66-33-16","144900","92457846","Nationwide Building Society"
"61217","8898978951235323","13-19-46","144902","94426861","Bank of England"
"61221","6825823428768473","12-23-83","144906","39241781","HSBC Bank"
"61228","3394332688651457","65-65-93","144913","09319786","The Co-operative Bank"
"61230","5353421893526988","60-02-57","144915","51655155","HSBC Bank"
"61245","1615417284824116","30-65-09","144930","04898558","Santander UK"
"61249","7616713879334224","52-09-11","144934","46815482","Clydesdale Bank"
"61274","3771889111328997","15-58-37","144959","35624578","National Westminster Bank"
"61275","9717773161882728","05-51-90","144960","64513489","Barclays Bank"
"61284","8156774386947553","62-38-57","144969","55341364","Lloyds Bank and TSB"
"61292","9848854619184787","16-30-24","144977","44765733","HSBC Bank"
"61301","3991478399232879","36-86-44","144986","71833151","Clydesdale Bank"
"61313","6476693466886942","11-71-07","144998","82764762","The Royal Bank of Scotland"
"61320","1692725174876495","55-37-56","145005","96881145","HSBC Bank"
"61328","7221244967153317","32-33-70","145013","86978999","Bank of England"
"61329","8876224767131497","01-97-62","145014","97212473","The Co-operative Bank"
"61333","4697621576828976","53-61-21","145018","69676477","Barclays Bank"
"61350","8719568615164486","35-33-09","145035","23774811","Santander UK"
"61376","9898355632897258","27-89-50","145061","26399368","Bank of Scotland"
"61377","1266392196621833","35-67-24","145062","04323918","Bank of Scotland"
"61404","6185398752492556","14-64-47","145089","83581767","Bank of England"
"61409","9852152667457162","18-07-75","145094","44285229","Santander UK"
"61415","5377413557714859","13-54-74","145100","07817737","Clydesdale Bank"
"61416","4472265164775913","53-43-69","145101","32494824","Citibank International"
"61418","9545534968964147","45-51-93","145103","64697548","The Royal Bank of Scotland"
"61425","5143665618316238","43-74-62","145110","45928895","Nationwide Building Society"
"61431","6493229621442621","14-99-12","145116","66565222","HSBC Bank"
"61434","4189538897259957","72-73-90","145119","89981243","Clydesdale Bank"
"61435","3853741188474826","53-33-74","145120","76544466","Nationwide Building Society"
"61439","1622558968167388","17-29-76","145124","39119927","Bank of England"
"61448","5432637645552484","77-69-88","145133","49558932","Bank of Scotland"
"61461","4598241127476667","64-58-96","145146","98918587","Citibank International"
"61463","4222394648597815","29-53-45","145148","56356775","Nationwide Building Society"
"61477","6733365172598264","38-55-61","145162","59123156","The Royal Bank of Scotland"
"61484","9426111278885552","27-65-75","145169","11134916","Clydesdale Bank"
"61490","2628159537483942","63-40-10","145175","85293473","Lloyds Bank and TSB"
"61495","4353937541479376","42-20-82","145180","77621369","National Westminster Bank"
"61516","4541872516222517","10-16-51","145201","61674169","Santander UK"
"61521","2687723648972921","66-57-86","145206","32399936","HSBC Bank"
"61528","3365725833367391","01-38-54","145213","34253337","The Royal Bank of Scotland"
"61538","9885981228867315","17-32-74","145223","29497415","Bank of England"
"61563","2388143198658726","16-35-78","145248","27223316","Bank of Scotland"
"61565","3636273859857492","77-36-08","145250","35135165","Bank of England"
"61567","9361285534212661","21-14-69","145252","18542618","Santander UK"
"61575","3935797312167614","17-04-77","145260","97161595","Citibank International"
"61576","6841347264672345","11-68-64","145261","54264931","The Co-operative Bank"
"61587","2591523614835522","08-83-91","145272","64455627","Citibank International"
"61599","8449479982157832","49-29-16","145284","03124944","Clydesdale Bank"
"61603","0214736345913778","11-99-94","145288","75177959","Lloyds Bank and TSB"
"61604","0942273583141127","05-04-79","145289","44527895","Bank of Scotland"
"61605","7364637968397538","35-67-85","145290","78834781","Santander UK"
"61608","0448351671973196","32-97-84","145293","05153197","Bank of Scotland"
"61613","9696277325424289","18-99-96","145298","79249182","The Co-operative Bank"
"61619","9948631973182664","35-60-87","145304","62158749","Barclays Bank"
"61650","4692531811612182","08-63-41","145335","66879285","Lloyds Bank and TSB"
"61672","4159944735598133","05-53-96","145357","21716575","The Co-operative Bank"
"61673","9653147981948751","31-79-18","145358","58958547","National Westminster Bank"
"61683","1689288647928822","49-21-74","145368","85194213","Lloyds Bank and TSB"
"61688","5653646562632735","41-77-65","145373","49198834","The Co-operative Bank"
"61697","0485978132578722","29-31-74","145382","64729667","National Westminster Bank"
"61700","1419173734529621","27-70-22","145385","98834453","The Royal Bank of Scotland"
"61703","3189944181767992","25-11-34","145388","49668889","National Westminster Bank"
"61704","4269123486166754","53-60-58","145389","82967735","Citibank International"
"61708","9671262136611184","29-46-57","145393","15241984","Bank of England"
"61709","6647691158686452","54-18-42","145394","06281162","Bank of England"
"61713","2686743141876171","15-79-22","145398","51546927","HSBC Bank"
"61718","0821612531928229","60-40-57","145403","58456351","Clydesdale Bank"
"61721","3478261263926687","43-16-41","145406","96235573","Lloyds Bank and TSB"
"61729","9434859777699135","56-05-46","145414","23742918","The Co-operative Bank"
"61733","2843678589675919","61-03-15","145418","24368827","Lloyds Bank and TSB"
"61749","3578484172712741","22-14-76","145434","18759438","The Co-operative Bank"
"61756","7829943252678735","60-82-55","145441","74171453","Lloyds Bank and TSB"
"61757","8146274461938671","05-30-39","145442","82664284","National Westminster Bank"
"61762","3171227689254222","38-11-38","145447","91716122","Citibank International"
"61763","8481895373779559","22-61-24","145448","15633123","Clydesdale Bank"
"61764","5776547544873124","77-71-14","145449","02859389","HSBC Bank"
"61779","2489556683816698","13-58-21","145464","53128319","Nationwide Building Society"
"61784","7613628314244793","29-25-13","145469","61646889","National Westminster Bank"
"61792","1172125153264974","14-43-73","145477","28694712","Nationwide Building Society"
"61801","3514166125776387","12-48-59","145486","21389656","Nationwide Building Society"
"61810","8841619366244711","55-09-24","145495","39594318","Lloyds Bank and TSB"
"61823","3823626991718596","16-84-18","145508","71945124","Nationwide Building Society"
"61852","8442454159475335","62-29-72","145537","57675942","Citibank International"
"61860","2678169874287961","25-43-62","145545","47547612","HSBC Bank"
"61863","3649611933574733","64-42-28","145548","04315412","HSBC Bank"
"61875","4942641467431463","52-84-14","145560","12767387","HSBC Bank"
"61877","1678868473786457","62-97-88","145562","15646194","HSBC Bank"
"61879","9365333192827149","34-31-12","145564","61284622","Barclays Bank"
"61893","0537539398295282","50-80-01","145578","77619637","Clydesdale Bank"
"61898","0111645593146929","30-23-73","145583","31649568","Clydesdale Bank"
"61904","9272786711472913","11-04-17","145589","01229412","Lloyds Bank and TSB"
"61911","2235228721379622","15-68-59","145596","77119918","The Co-operative Bank"
"61912","0318247183364386","62-83-04","145597","73142324","The Co-operative Bank"
"61915","4774876744426694","30-24-87","145600","67752816","Clydesdale Bank"
"61935","3539933914523862","01-60-58","145620","83348723","The Royal Bank of Scotland"
"61941","5112996916231737","64-83-19","145626","91454819","Bank of Scotland"
"61946","9629481584799571","33-29-26","145631","33676581","National Westminster Bank"
"61948","5844169246818693","30-10-64","145633","38114571","National Westminster Bank"
"61950","2481777193383621","33-80-49","145635","78226182","Bank of England"
"61955","9978843484216988","60-55-66","145640","87446189","Bank of England"
"61964","0713119956774253","01-00-91","145649","11792159","The Royal Bank of Scotland"
"61980","6249314968724175","36-35-83","145665","91471663","HSBC Bank"
"61984","3237988768892241","15-79-08","145669","11219417","Bank of England"
"61998","0466719443311912","17-94-01","145683","12859313","Nationwide Building Society"
"62031","1819425614955551","63-55-74","145716","35267671","Santander UK"
"62033","3245932293944286","56-81-08","145718","67738427","The Co-operative Bank"
"62034","1135494112436133","51-45-37","145719","93351248","Clydesdale Bank"
"62036","5717434113557429","29-07-62","145721","28812571","HSBC Bank"
"62037","7552141962443659","64-29-40","145722","88982256","The Royal Bank of Scotland"
"62043","4444626779277173","49-92-17","145728","36216576","The Royal Bank of Scotland"
"62044","7898228557293754","28-04-84","145729","85569354","Bank of Scotland"
"62045","5245511959573574","22-45-52","145730","86216917","Lloyds Bank and TSB"
"62048","2827936272245589","36-76-72","145733","38257922","National Westminster Bank"
"62053","6977121942627732","17-77-80","145738","08134831","Clydesdale Bank"
"62069","2642238626323369","31-87-61","145754","11732755","National Westminster Bank"
"62071","5152385611792747","33-46-09","145756","72817697","National Westminster Bank"
"62075","2394259473929881","10-10-92","145760","83233629","Lloyds Bank and TSB"
"62076","7395296267486458","31-64-70","145761","21948587","HSBC Bank"
"62079","3685822161921826","47-84-11","145764","06378829","National Westminster Bank"
"62085","5923793586934251","48-48-86","145770","77377276","Santander UK"
"62106","7595165899827174","34-97-46","145791","69939358","Bank of England"
"62142","1856831417552215","29-67-53","145827","47866634","National Westminster Bank"
"62144","5913874123985176","37-70-02","145829","85429978","Clydesdale Bank"
"62153","0656955684157813","15-76-24","145838","25182669","The Co-operative Bank"
"62169","4816315387571631","08-79-27","145854","39318771","Santander UK"
"62171","4226286713468387","17-77-32","145856","67786848","Lloyds Bank and TSB"
"62172","5448467747914493","31-46-84","145857","08791342","Barclays Bank"
"62177","6757343961462381","13-73-20","145862","88351262","National Westminster Bank"
"62183","6263172138178442","23-26-33","145868","22224839","Bank of Scotland"
"62192","6868542444496932","63-67-43","145877","54723453","HSBC Bank"
"62199","6288439743249791","43-23-24","145884","55833549","Bank of Scotland"
"62203","3348546917441624","44-43-43","145888","78988898","National Westminster Bank"
"62214","2776357518836648","01-92-76","145899","84241147","Santander UK"
"62229","1168875863475344","09-03-77","145914","04587524","Lloyds Bank and TSB"
"62235","7332461853761553","31-44-38","145920","75116779","HSBC Bank"
"62237","9573643415446522","36-58-56","145922","47753754","Santander UK"
"62242","9276535365275129","17-45-64","145927","74437466","Lloyds Bank and TSB"
"62252","6462529265651726","32-52-18","145937","87128986","The Royal Bank of Scotland"
"62258","1143446832225949","30-52-48","145943","95392344","Citibank International"
"62259","7826492993611998","27-60-99","145944","72886773","Lloyds Bank and TSB"
"62261","8443726632524189","54-97-34","145946","72625922","Santander UK"
"62263","3362714472664226","22-01-98","145948","67791156","HSBC Bank"
"62268","9232663465331552","23-63-55","145953","97291988","Bank of Scotland"
"62271","1874693154478986","25-38-60","145956","16114693","Clydesdale Bank"
"62281","7344588958683912","01-89-68","145966","14469378","The Co-operative Bank"
"62314","7338494298941939","18-69-19","145999","03613518","Clydesdale Bank"
"62317","3953857713932719","08-84-93","146002","48846376","Clydesdale Bank"
"62324","2374288392414375","33-95-16","146009","14547141","HSBC Bank"
"62333","1696676598841298","45-10-00","146018","81413977","The Co-operative Bank"
"62343","9337646686267338","13-87-30","146028","04282282","HSBC Bank"
"62352","6349945133854679","24-48-14","146037","88293149","Lloyds Bank and TSB"
"62368","1931569179683141","57-81-79","146053","49723571","Bank of Scotland"
"62375","8962917551416744","26-95-93","146060","56635112","Bank of Scotland"
"62401","1753152839361453","15-66-43","146086","06848993","Santander UK"
"62410","7551724176728538","35-25-89","146095","19331437","Barclays Bank"
"62413","7625194984748827","22-02-60","146098","78827717","Bank of Scotland"
"62435","1516421435586127","45-83-95","146120","24855646","Bank of Scotland"
"62444","6935836358918249","17-93-67","146129","15682197","Santander UK"
"62459","9865316285947986","41-30-89","146144","37587884","Citibank International"
